ID,present,WC_alt,WC_bio1,WC_bio2,ER_tri,ER_topoWet,lon,lat
1,1,591,24.799999237060547,10.899999618530273,19.360000610351562,10.520000457763672,38.54125,-3.29125
2,1,478,25.100000381469727,10.5,4.420000076293945,11.619999885559082,38.707917,-3.374583
3,1,172,24.600000381469727,8.199999809265137,28.75,11.4399995803833,39.707917,-3.707917
4,1,2202,15.800000190734863,15.199999809265137,31.040000915527344,10.09000015258789,35.874583,-0.29125
5,1,807,23,10.699999809265137,15.449999809265137,11.930000305175781,38.457917,-3.624583
6,1,1891,17.100000381469727,15.100000381469727,11.3100004196167,11.1899995803833,36.374583,-0.79125
7,1,533,24.600000381469727,10.399999618530273,10.75,11.3100004196167,38.707917,-3.54125
8,1,1891,17.100000381469727,15.100000381469727,11.3100004196167,11.1899995803833,36.374583,-0.79125
9,1,863,23.700000762939453,16.5,11.100000381469727,12.029999732971191,37.707917,0.625417
10,1,1907,16.899999618530273,16.100000381469727,10.75,12.3100004196167,36.624583,0.125417
11,1,162,25.299999237060547,8.699999809265137,14.430000305175781,12.279999732971191,39.79125,-2.957917
12,1,1488,19.200000762939453,11.399999618530273,22.420000076293945,9.760000228881836,37.54125,-2.874583
13,1,797,23.200000762939453,11.699999809265137,9.020000457763672,12.539999961853027,37.874583,-3.624583
14,1,2048,16.200000762939453,14.899999618530273,29.450000762939453,10.0600004196167,36.457917,-0.707917
15,1,1142,21.299999237060547,15.699999809265137,20.8700008392334,11.279999732971191,37.707917,-0.957917
16,1,621,24.700000762939453,10.800000190734863,28.440000534057617,10.34000015258789,38.54125,-3.374583
17,1,19,26.899999618530273,7.599999904632568,2.5199999809265137,14.970000267028809,40.457917,-2.374583
18,1,1161,21.100000381469727,16.899999618530273,37.84000015258789,11.3100004196167,37.624583,-0.707917
19,1,1161,21.100000381469727,16.899999618530273,37.84000015258789,11.3100004196167,37.624583,-0.707917
20,1,438,25.100000381469727,10.399999618530273,2.9800000190734863,11.9399995803833,38.79125,-3.374583
21,1,1047,21.700000762939453,16,20.81999969482422,11.789999961853027,37.707917,-0.874583
22,1,648,24.899999618530273,13.5,17.90999984741211,11.930000305175781,36.29125,-1.874583
23,1,1803,17.100000381469727,15.899999618530273,10.369999885559082,12.5,36.874583,0.042083
24,1,536,25.100000381469727,10.699999809265137,19.639999389648438,10.890000343322754,38.624583,-3.374583
25,1,704,23.899999618530273,15.800000190734863,11.300000190734863,10.5,38.124583,0.20875
26,1,1230,22.100000381469727,13.800000190734863,31.8700008392334,12.029999732971191,34.374583,-0.54125
27,1,1907,16.899999618530273,16.100000381469727,10.75,12.3100004196167,36.624583,0.125417
28,1,365,21.600000381469727,13,10.880000114440918,12.40999984741211,31.457917,-25.04125
29,1,1358,18.600000381469727,15,8.880000114440918,12.430000305175781,26.874583,-16.79125
30,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
31,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
32,1,317,22.100000381469727,13.899999618530273,7.03000020980835,12.680000305175781,31.707917,-24.374583
33,1,1362,18.700000762939453,15,7.019999980926514,12.609999656677246,26.79125,-16.79125
34,1,370,22.399999618530273,13.899999618530273,11.779999732971191,12.829999923706055,31.54125,-23.457917
35,1,346,21.600000381469727,12.899999618530273,11.029999732971191,12.5,31.457917,-24.957917
36,1,1094,22.899999618530273,16.299999237060547,2.140000104904175,14.3100004196167,16.874583,-18.707917
37,1,1086,22.899999618530273,16.299999237060547,2.6700000762939453,14.109999656677246,16.874583,-18.79125
38,1,412,21.5,13,11.720000267028809,12.4399995803833,31.374583,-25.04125
39,1,306,21.700000762939453,13.100000381469727,10,12.260000228881836,31.707917,-24.874583
40,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
41,1,1089,18.799999237060547,16,8.40999984741211,12.9399995803833,28.29125,-25.374583
42,1,333,21.799999237060547,13.399999618530273,7.699999809265137,12.649999618530273,31.707917,-24.624583
43,1,303,22,13.699999809265137,7.360000133514404,12.75,31.79125,-24.54125
44,1,284,21.899999618530273,13.199999809265137,15.170000076293945,11.710000038146973,31.957917,-24.957917
45,1,342,22.5,13.5,8.640000343322754,12.739999771118164,31.29125,-23.79125
46,1,258,22.899999618530273,14.199999809265137,7.170000076293945,13.210000038146973,31.54125,-23.79125
47,1,1314,17.399999618530273,15.199999809265137,21.100000381469727,11.369999885559082,28.457917,-25.624583
48,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
49,1,1075,19.100000381469727,16,4.599999904632568,13.449999809265137,28.374583,-25.207917
50,1,262,21.799999237060547,13,10.229999542236328,12.3100004196167,31.707917,-24.957917
51,1,1576,18.799999237060547,16.799999237060547,4.929999828338623,13.4399995803833,18.04125,-22.374583
52,1,324,21.700000762939453,12.899999618530273,9.5,12.34000015258789,31.624583,-25.04125
53,1,294,21.899999618530273,13.399999618530273,7.210000038146973,12.850000381469727,31.79125,-24.707917
54,1,1030,19.700000762939453,15.899999618530273,12.100000381469727,12.069999694824219,27.54125,-25.374583
55,1,303,22,13.699999809265137,7.360000133514404,12.75,31.79125,-24.54125
56,1,1125,18.799999237060547,15.800000190734863,12.90999984741211,12.4399995803833,28.624583,-24.707917
57,1,259,22.600000381469727,14.100000381469727,8.119999885559082,13.029999732971191,31.707917,-24.124583
58,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
59,1,342,22.5,13.5,8.640000343322754,12.739999771118164,31.29125,-23.79125
60,1,1089,18.799999237060547,16,8.40999984741211,12.9399995803833,28.29125,-25.374583
61,1,1056,19.200000762939453,16.100000381469727,3.8299999237060547,13.520000457763672,28.207917,-25.29125
62,1,1171,18.600000381469727,15.600000381469727,20.059999465942383,11.779999732971191,28.624583,-24.624583
63,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
64,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
65,1,269,22.299999237060547,14.100000381469727,5.96999979019165,12.869999885559082,31.79125,-24.374583
66,1,790,21.200000762939453,15.300000190734863,4.710000038146973,13.670000076293945,28.374583,-22.457917
67,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
68,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
69,1,210,22.399999618530273,13.600000381469727,8.84000015258789,12.5600004196167,31.874583,-25.29125
70,1,365,21.600000381469727,13,10.880000114440918,12.40999984741211,31.457917,-25.04125
71,1,330,22.200000762939453,13.800000190734863,8.420000076293945,12.869999885559082,31.624583,-24.29125
72,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
73,1,339,21.700000762939453,13.199999809265137,8.479999542236328,12.579999923706055,31.707917,-24.707917
74,1,324,21.700000762939453,12.899999618530273,9.5,12.34000015258789,31.624583,-25.04125
75,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
76,1,392,22.299999237060547,13,11.869999885559082,12.4399995803833,31.207917,-23.957917
77,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
78,1,222,22.5,14.199999809265137,5.949999809265137,12.960000038146973,31.874583,-24.374583
79,1,408,22,13.199999809265137,7.96999979019165,12.399999618530273,31.29125,-24.29125
80,1,1127,19.200000762939453,15.800000190734863,12.369999885559082,11.899999618530273,28.04125,-24.874583
81,1,1043,19.5,16,10.789999961853027,11.960000038146973,27.624583,-25.457917
82,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
83,1,308,22.399999618530273,14,6.489999771118164,13.170000076293945,31.707917,-24.207917
84,1,203,22.5,13.5,13.279999732971191,12.229999542236328,31.957917,-25.207917
85,1,306,21.700000762939453,13.100000381469727,9.510000228881836,12.390000343322754,31.79125,-24.874583
86,1,367,21.5,12.899999618530273,10.460000038146973,12.390000343322754,31.54125,-25.124583
87,1,232,22.399999618530273,14.100000381469727,6.110000133514404,12.920000076293945,31.874583,-24.457917
88,1,1025,19.200000762939453,16.200000762939453,18.479999542236328,11.84000015258789,28.707917,-25.207917
89,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
90,1,272,24.200000762939453,14.800000190734863,15.079999923706055,12.050000190734863,31.124583,-22.374583
91,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
92,1,1102,19.100000381469727,15.600000381469727,7.03000020980835,12.729999542236328,28.707917,-24.624583
93,1,1089,18.799999237060547,16,8.40999984741211,12.9399995803833,28.29125,-25.374583
94,1,1072,19.299999237060547,15.300000190734863,8.25,12.550000190734863,26.957917,-25.457917
95,1,1029,19.399999618530273,16.100000381469727,4.5,13.619999885559082,28.124583,-25.207917
96,1,1161,18.399999618530273,16.200000762939453,12.079999923706055,11.850000381469727,28.457917,-24.707917
97,1,224,22.5,13.5,15.5,11.930000305175781,31.957917,-25.29125
98,1,1091,22.899999618530273,16.399999618530273,1.8700000047683716,14.210000038146973,16.79125,-18.54125
99,1,401,22.200000762939453,13.100000381469727,8.369999885559082,12.489999771118164,31.207917,-24.207917
100,1,1048,19.5,16,5.829999923706055,13.4399995803833,28.04125,-25.124583
101,1,282,24.100000381469727,14.600000381469727,14.270000457763672,12.029999732971191,31.04125,-22.374583
102,1,1048,19.5,16,5.829999923706055,13.4399995803833,28.04125,-25.124583
103,1,1034,19.200000762939453,16.100000381469727,13.149999618530273,12.520000457763672,28.54125,-25.207917
104,1,1409,16.600000381469727,15.300000190734863,8.970000267028809,12.460000038146973,27.374583,-26.624583
105,1,196,22.700000762939453,13.699999809265137,10.270000457763672,12.5,31.874583,-25.374583
106,1,1490,19.200000762939453,17,5.199999809265137,13.630000114440918,18.54125,-22.374583
107,1,268,21.899999618530273,13.300000190734863,12.819999694824219,12.460000038146973,31.874583,-24.79125
108,1,1207,18,15.899999618530273,14.5600004196167,11.899999618530273,28.207917,-25.54125
109,1,298,22,13.199999809265137,11.40999984741211,12.229999542236328,31.707917,-25.457917
110,1,1426,16.299999237060547,15.199999809265137,12.489999771118164,12.729999542236328,26.707917,-26.54125
111,1,1089,18.799999237060547,16,8.40999984741211,12.9399995803833,28.29125,-25.374583
112,1,1146,19.399999618530273,15.100000381469727,30.8700008392334,10.930000305175781,27.04125,-25.124583
113,1,224,24.600000381469727,15.199999809265137,8.710000038146973,12.640000343322754,31.29125,-22.374583
114,1,192,22.100000381469727,12.699999809265137,14.789999961853027,11.229999542236328,31.874583,-27.29125
115,1,1116,19.100000381469727,15.399999618530273,23.670000076293945,11.760000228881836,27.04125,-25.457917
116,1,1194,18.100000381469727,15.699999809265137,17.440000534057617,11.880000114440918,28.457917,-25.457917
117,1,224,24.600000381469727,15.199999809265137,8.710000038146973,12.640000343322754,31.29125,-22.374583
118,1,413,21.299999237060547,12.899999618530273,47.63999938964844,10.100000381469727,31.457917,-25.457917
119,1,1122,18.399999618530273,13.600000381469727,9.140000343322754,12.600000381469727,29.29125,-23.54125
120,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
121,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
122,1,1161,18.399999618530273,16.200000762939453,12.079999923706055,11.850000381469727,28.457917,-24.707917
123,1,1100,22.899999618530273,16.200000762939453,1.5499999523162842,14.59000015258789,16.957917,-18.624583
124,1,262,21.799999237060547,13,10.229999542236328,12.3100004196167,31.707917,-24.957917
125,1,275,22.799999237060547,14.100000381469727,8.770000457763672,12.90999984741211,31.54125,-23.874583
126,1,1048,19.5,16,5.829999923706055,13.4399995803833,28.04125,-25.124583
127,1,269,22.299999237060547,14.100000381469727,5.96999979019165,12.869999885559082,31.79125,-24.374583
128,1,401,21.5,12.899999618530273,11,12.130000114440918,31.457917,-25.124583
129,1,330,21.600000381469727,13.199999809265137,16.719999313354492,11.720000267028809,31.54125,-25.374583
130,1,1052,19.399999618530273,16,6.050000190734863,13.470000267028809,28.124583,-25.124583
131,1,1142,18.700000762939453,15.899999618530273,18.399999618530273,11.619999885559082,27.79125,-25.54125
132,1,1514,16.100000381469727,15.199999809265137,7.789999961853027,12.149999618530273,27.374583,-26.29125
133,1,308,22.600000381469727,13.899999618530273,7.309999942779541,13.020000457763672,31.457917,-23.624583
134,1,266,22.200000762939453,14,6.300000190734863,12.8100004196167,31.79125,-24.457917
135,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
136,1,1125,18.799999237060547,15.800000190734863,12.90999984741211,12.4399995803833,28.624583,-24.707917
137,1,1053,20.799999237060547,16.600000381469727,8.760000228881836,13.079999923706055,28.04125,-19.207917
138,1,1102,18.399999618530273,13.5,9,12.739999771118164,29.374583,-23.54125
139,1,384,21.799999237060547,13.5,9.029999732971191,12.449999809265137,31.624583,-24.457917
140,1,344,21.700000762939453,13.100000381469727,10.010000228881836,12.479999542236328,31.707917,-24.79125
141,1,1089,18.799999237060547,16,8.40999984741211,12.9399995803833,28.29125,-25.374583
142,1,1048,19.299999237060547,16,4.130000114440918,13.640000343322754,28.29125,-25.207917
143,1,1328,17.299999237060547,16.100000381469727,55.900001525878906,10.25,29.54125,-25.457917
144,1,1102,19.100000381469727,15.600000381469727,7.03000020980835,12.729999542236328,28.707917,-24.624583
145,1,1075,19.5,15.899999618530273,9.850000381469727,12.609999656677246,27.707917,-25.29125
146,1,1043,19.299999237060547,16,4.590000152587891,13.670000076293945,28.207917,-25.207917
147,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
148,1,266,22.200000762939453,14,6.300000190734863,12.8100004196167,31.79125,-24.457917
149,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
150,1,1130,20.700000762939453,13.100000381469727,5.090000152587891,12.720000267028809,28.457917,-15.29125
151,1,1171,18.600000381469727,15.600000381469727,20.059999465942383,11.779999732971191,28.624583,-24.624583
152,1,585,20.899999618530273,12.899999618530273,22.190000534057617,11.210000038146973,31.207917,-25.124583
153,1,961,19.600000381469727,16.299999237060547,9.270000457763672,12.720000267028809,28.874583,-25.124583
154,1,585,20.899999618530273,12.899999618530273,22.190000534057617,11.210000038146973,31.207917,-25.124583
155,1,322,21.700000762939453,13.199999809265137,19.510000228881836,10.899999618530273,31.54125,-25.457917
156,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
157,1,1161,18.399999618530273,16.200000762939453,12.079999923706055,11.850000381469727,28.457917,-24.707917
158,1,413,21.299999237060547,12.899999618530273,47.63999938964844,10.100000381469727,31.457917,-25.457917
159,1,1090,22.899999618530273,16.200000762939453,2.2300000190734863,13.8100004196167,16.957917,-18.79125
160,1,304,21.700000762939453,13,10.279999732971191,12.4399995803833,31.54125,-24.957917
161,1,1867,18.100000381469727,16.399999618530273,17.020000457763672,11.100000381469727,17.29125,-22.54125
162,1,196,22.700000762939453,13.699999809265137,10.270000457763672,12.5,31.874583,-25.374583
163,1,272,24.200000762939453,14.800000190734863,15.079999923706055,12.050000190734863,31.124583,-22.374583
164,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
165,1,180,22.399999618530273,13.5,12.529999732971191,12.25,31.957917,-25.124583
166,1,1233,18.399999618530273,15.800000190734863,29.18000030517578,11.350000381469727,28.207917,-24.874583
167,1,553,22.100000381469727,15.600000381469727,9.020000457763672,13.100000381469727,29.374583,-22.207917
168,1,1048,19.5,16,5.829999923706055,13.4399995803833,28.04125,-25.124583
169,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
170,1,330,21.600000381469727,13.199999809265137,16.719999313354492,11.720000267028809,31.54125,-25.374583
171,1,258,21.399999618530273,12.600000381469727,39.70000076293945,10.279999732971191,31.957917,-26.957917
172,1,268,21.899999618530273,13.300000190734863,12.819999694824219,12.460000038146973,31.874583,-24.79125
173,1,225,22.200000762939453,13.300000190734863,14.789999961853027,11.890000343322754,31.957917,-25.04125
174,1,306,21.700000762939453,13.100000381469727,9.510000228881836,12.390000343322754,31.79125,-24.874583
175,1,606,21.200000762939453,13.899999618530273,27.559999465942383,10.949999809265137,30.457917,-23.874583
176,1,1177,17.399999618530273,17,8.149999618530273,12.010000228881836,24.29125,-29.124583
177,1,1171,18.799999237060547,15.800000190734863,13.069999694824219,12.229999542236328,27.79125,-25.457917
178,1,1424,17.100000381469727,14.5,33.439998626708984,10.930000305175781,27.79125,-25.874583
179,1,301,21.799999237060547,13.199999809265137,12.010000228881836,12.420000076293945,31.874583,-24.874583
180,1,213,22.600000381469727,14.199999809265137,10.630000114440918,12.670000076293945,31.957917,-24.374583
181,1,308,21.899999618530273,13.5,6.820000171661377,12.859999656677246,31.79125,-24.624583
182,1,1096,22.899999618530273,16.200000762939453,2.0999999046325684,14.420000076293945,16.957917,-18.707917
183,1,322,22.5,13.5,9.970000267028809,12.680000305175781,31.374583,-24.124583
184,1,1161,19.399999618530273,15.800000190734863,2.759999990463257,14.399999618530273,25.457917,-23.957917
185,1,224,24.600000381469727,15.199999809265137,8.710000038146973,12.640000343322754,31.29125,-22.374583
186,1,1490,19.200000762939453,17,5.199999809265137,13.630000114440918,18.54125,-22.374583
187,1,1231,17.799999237060547,15.399999618530273,16.760000228881836,11.600000381469727,28.374583,-25.624583
188,1,450,21.399999618530273,13,12.880000114440918,12.1899995803833,31.29125,-25.04125
189,1,268,21.899999618530273,13.300000190734863,12.819999694824219,12.460000038146973,31.874583,-24.79125
190,1,235,22.200000762939453,13.399999618530273,10.729999542236328,12.600000381469727,31.79125,-25.29125
191,1,1186,18.299999237060547,15.899999618530273,33.900001525878906,10.539999961853027,28.79125,-25.29125
192,1,1086,18.899999618530273,16,11.180000305175781,12.699999809265137,28.457917,-25.29125
193,1,1146,18.600000381469727,16,17.280000686645508,11.850000381469727,28.54125,-24.707917
194,1,1222,18.100000381469727,16.100000381469727,18.06999969482422,11.529999732971191,28.374583,-24.707917
195,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
196,1,284,21.899999618530273,13.199999809265137,15.170000076293945,11.710000038146973,31.957917,-24.957917
197,1,1207,18,15.899999618530273,14.5600004196167,11.899999618530273,28.207917,-25.54125
198,1,176,22.200000762939453,12.699999809265137,20.6200008392334,11.050000190734863,31.874583,-27.374583
199,1,1572,16,14.800000190734863,8.75,11.930000305175781,27.457917,-26.124583
200,1,1243,21.600000381469727,17.200000762939453,6.730000019073486,13.25,15.874583,-19.624583
201,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
202,1,284,21.899999618530273,13.199999809265137,15.170000076293945,11.710000038146973,31.957917,-24.957917
203,1,1485,19.200000762939453,17,5.110000133514404,13.5,18.457917,-22.374583
204,1,1206,18.200000762939453,16.799999237060547,31.010000228881836,11.449999809265137,22.457917,-27.29125
205,1,474,21.700000762939453,12.899999618530273,8.149999618530273,12.539999961853027,31.207917,-24.374583
206,1,1104,19.200000762939453,15.100000381469727,6.739999771118164,12.760000228881836,26.874583,-25.374583
207,1,392,22.299999237060547,13,11.869999885559082,12.4399995803833,31.207917,-23.957917
208,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
209,1,281,22.799999237060547,14.399999618530273,4.739999771118164,13.65999984741211,31.457917,-23.124583
210,1,251,22.100000381469727,13.399999618530273,10.819999694824219,12.630000114440918,31.707917,-25.374583
211,1,1146,18.5,15.800000190734863,12.449999809265137,12.420000076293945,28.457917,-25.374583
212,1,1075,19.100000381469727,16,4.599999904632568,13.449999809265137,28.374583,-25.207917
213,1,413,21.299999237060547,12.899999618530273,47.63999938964844,10.100000381469727,31.457917,-25.457917
214,1,922,22.600000381469727,15.600000381469727,10.260000228881836,12.550000190734863,25.874583,-17.874583
215,1,1141,19.100000381469727,15.100000381469727,30.020000457763672,11.640000343322754,26.957917,-25.374583
216,1,494,21.200000762939453,12.899999618530273,18.010000228881836,11.300000190734863,31.374583,-25.207917
217,1,392,22.299999237060547,13,11.869999885559082,12.4399995803833,31.207917,-23.957917
218,1,219,22.899999618530273,14.300000190734863,10.680000305175781,12.670000076293945,31.707917,-24.04125
219,1,412,21.5,13,11.720000267028809,12.4399995803833,31.374583,-25.04125
220,1,286,22.799999237060547,14.100000381469727,5.380000114440918,13.430000305175781,31.54125,-23.707917
221,1,255,24.399999618530273,15.199999809265137,16.31999969482422,11.8100004196167,31.29125,-22.457917
222,1,347,22.399999618530273,13.699999809265137,7.230000019073486,13.100000381469727,31.374583,-23.54125
223,1,338,22.5,14,9.630000114440918,13.010000228881836,31.54125,-23.374583
224,1,367,22.399999618530273,13.699999809265137,4.699999809265137,13.529999732971191,31.374583,-23.457917
225,1,207,22.200000762939453,13.300000190734863,8.6899995803833,12.390000343322754,31.874583,-25.124583
226,1,224,22.100000381469727,13.300000190734863,12.5,12.260000228881836,31.874583,-25.04125
227,1,1055,19.299999237060547,16,5.75,13.449999809265137,28.207917,-25.124583
228,1,331,21.700000762939453,12.899999618530273,10.119999885559082,12.4399995803833,31.54125,-25.04125
229,1,280,21.799999237060547,13,10.770000457763672,12.350000381469727,31.624583,-24.957917
230,1,1115,18.700000762939453,15.899999618530273,10.229999542236328,12.789999961853027,28.374583,-25.374583
